tractcode,State,avg_tract_sales_volume_assets,POPULATION_2020,POP20_SQMI,SQMI,2022_Median_Household_Income,lat,long,total_population,unemployed,percent_unemployed,med_income,med_age,avg_dist_traveled_per_person_from_tract_to_business_in_miles
16027021300,ID,7653.0,2955,1623.6,1.82,31764,43.6586427,-116.6673272,"24,048",696,2.89,"29,598",30.0,null
16027021500,ID,1548.0,5174,4384.7,1.18,51401,43.6580966,-116.6915433,"624,250","31,375",5.03,"39,808",30.0,null
16027021600,ID,1109.0,4258,2519.5,1.69,47203,43.6515858,-116.7055789,"116,991","2,160",1.85,"42,919",37.0,null
16027021901,ID,1170.0,6651,1550.3,4.29,61249,43.7023455,-116.6052226,"46,192",864,1.87,"46,203",32.0,null
16027021904,ID,1170.0,3794,85.7,44.28,56068,43.7694763,-116.7330457,"28,848",744,2.58,"43,396",35.0,null
16027022100,ID,1109.0,5091,65.8,77.38,63764,43.8274996,-116.9619257,"323,776","9,472",2.93,"50,780",42.0,null
16027022200,ID,4047.0,5490,108.2,50.72,66780,43.6650341,-116.8804119,"154,197","2,781",1.8,"55,475",37.0,null
16027022400,ID,736.0,5072,128.5,39.46,91780,43.4811253,-116.5880335,"37,544",968,2.58,"64,878",44.0,null
16029960100,ID,1314.0,4124,6.4,640.49,67079,42.6295411,-111.6750429,"548,250","5,125",0.93,"59,269",36.0,40.36
16029960200,ID,2584.0,2903,2.5,1158.15,74672,42.6836308,-111.4586416,"20,536",624,3.04,"62,997",40.0,53.03
16031950100,ID,2495.0,2816,1.7,1636.33,60383,42.282313,-113.6263276,"77,733","2,133",2.74,"52,569",38.0,65.98
16031950200,ID,2363.0,3464,53.1,65.25,75538,42.4779645,-113.697966,"30,024",248,0.83,"67,298",34.0,66.34
16031950300,ID,2495.0,5660,264.2,21.42,62189,42.5311429,-113.786721,"311,296","2,816",0.9,"45,325",33.0,73.56
16031950400,ID,2306.0,4295,1426.9,3.01,47581,42.5448665,-113.7682293,"259,968","4,160",1.6,"41,824",28.0,73.91
16031950500,ID,3118.0,6008,269.4,22.3,69068,42.5217812,-113.8450929,"333,952","3,392",1.02,"56,028",37.0,75.39
16031950600,ID,1118.0,2412,2.9,832.41,67036,42.188475,-114.120609,"23,312",200,0.86,"55,634",32.0,94.1
16033950100,ID,15910.0,790,0.4,1764.1,40973,44.290218,-112.3546128,913,14,1.53,"46,154",33.0,57.98
16035970100,ID,1708.0,2956,1.2,2378.16,50463,46.410048,-115.9583117,"366,375","8,625",2.35,"44,480",57.0,null
16037960200,ID,1514.0,4275,0.9,4938.6,47030,44.273351,-114.2522675,"266,816","3,584",1.34,"54,757",52.0,97.08
16039960100,ID,2736.0,2774,1.3,2084.28,45704,43.6435419,-115.3635791,"75,060","2,700",3.6,"39,071",52.0,null
16039960300,ID,13943.0,4280,38.3,111.63,49749,43.1298597,-115.6876629,"251,072","9,536",3.8,"46,531",38.0,null
16041970100,ID,4984.0,6743,13.7,491.01,54906,42.1699231,-111.8924676,"829,500","8,875",1.07,"53,872",35.0,58.75
16041970200,ID,4443.0,7451,42.2,176.71,62167,42.035764,-111.8670553,"853,500","2,500",0.29,"58,916",35.0,66.91
16043970100,ID,1254.0,1517,1.0,1490.03,87666,44.3393049,-111.0761585,"8,544",88,1.03,"69,545",54.0,35.17
16043970200,ID,695.0,3556,10.9,326.75,56030,43.9047242,-111.613007,"223,104","6,592",2.95,"48,667",40.0,21.38
16045960200,ID,2137.0,6496,97.0,66.98,43664,43.8554725,-116.5284192,"158,301","3,240",2.05,"40,762",41.0,null
16049940000,ID,1238.0,4301,14.8,291.37,44527,46.2683809,-116.0366575,"603,875","16,625",2.75,"44,588",52.0,null
16049960100,ID,2426.0,2126,0.4,5977.09,44993,46.2568229,-114.8466228,"18,152",296,1.63,"33,928",60.0,null
16049960300,ID,672.0,2190,5.6,389.82,60329,45.9196318,-116.5115653,"19,264",40,0.21,"48,368",38.0,null
16049960400,ID,1718.0,1406,1.2,1221.21,40531,45.3283441,-116.1296357,"1,276",48,3.76,"35,682",60.0,null
16051960100,ID,5467.0,3986,4.1,964.34,57253,43.7744948,-112.4459133,"98,415","1,809",1.84,"55,016",37.0,23.48
16051960200,ID,2563.0,4203,69.6,60.42,67773,43.72377,-112.0498211,"118,557",810,0.68,"68,342",37.0,13.44
16053970100,ID,20325.0,3273,8.7,377.57,62959,42.5665689,-114.157501,"25,216",656,2.6,"50,309",39.0,86.98
16053970200,ID,4729.0,4242,51.2,82.88,62412,42.8038903,-114.4767917,"121,716","4,077",3.35,"48,369",34.0,91.9
16053970300,ID,3734.0,5895,1615.1,3.65,56964,42.7343486,-114.513783,"381,376",576,0.15,"43,903",28.0,90.69
16053970400,ID,3236.0,3467,2963.2,1.17,52698,42.7176426,-114.513749,"86,724","1,971",2.27,"46,169",32.0,97.85
16055000301,ID,5031.0,7280,197.1,36.93,83286,47.7967339,-117.0131062,"50,816","1,088",2.14,"70,847",44.0,null
16055000401,ID,11040.0,7020,173.0,40.57,65259,47.6514498,-117.0032495,"46,464",704,1.52,"61,695",41.0,null
16055000402,ID,5156.0,9289,2206.4,4.21,68791,47.7339329,-116.9534675,"71,152","2,400",3.37,"59,890",34.0,null
16055000601,ID,4074.0,4774,1020.1,4.68,77345,47.7028021,-116.8737742,"33,632",336,1.0,"60,466",45.0,null
16055000602,ID,5501.0,6462,2773.4,2.33,56894,47.7089108,-116.9345276,"173,475","2,619",1.51,"52,415",41.0,null
16055001100,ID,3391.0,2204,1136.1,1.94,87037,47.732425,-116.7724417,"2,397",24,1.0,"78,068",46.0,null
16055001300,ID,4980.0,4173,4173.0,1.0,48295,47.6936404,-116.7811028,"35,536","1,200",3.38,"38,345",32.0,null
16055001400,ID,3576.0,2681,1051.4,2.55,71106,47.6724058,-116.7844401,"22,528",656,2.91,"55,403",39.0,null
16055001500,ID,2013.0,3294,5146.9,0.64,57463,47.682243,-116.7616347,"91,017","3,267",3.59,"51,473",36.0,null
16055001600,ID,6854.0,2778,2295.9,1.21,66294,47.6661568,-116.7574329,"20,728",920,4.44,"57,740",35.0,null
16055940000,ID,9536.0,2709,16.6,163.22,71748,47.424008,-116.6434229,"72,522","1,431",1.97,"65,346",52.0,null
16057005400,ID,2565.0,5989,258.6,23.16,40881,46.7273168,-117.0213299,"423,424","19,904",4.7,"38,818",30.0,null
16057005500,ID,38230.0,4038,10.4,388.16,70701,46.9281805,-116.660328,"255,104","1,664",0.65,"55,053",38.0,null
16057005600,ID,2717.0,3789,10.5,362.14,69330,46.6994519,-116.7734689,"242,304","3,520",1.45,"64,024",46.0,null
16059970100,ID,1315.0,2504,1.3,1989.31,53303,45.129058,-113.9621469,"19,976",464,2.32,"49,624",49.0,null
16059970200,ID,2010.0,3008,6.3,475.62,34962,45.0985537,-113.6029077,"70,119",729,1.04,"32,059",53.0,null
16059970300,ID,467.0,2462,1.2,2104.21,50182,44.8045347,-113.9153825,"74,331","1,755",2.36,"44,539",53.0,95.79
16061940001,ID,3014.0,1539,62.3,24.71,37179,46.2209396,-116.0281225,"13,560",328,2.42,"30,328",47.0,null
16061940002,ID,2939.0,1952,5.3,366.12,55593,46.2491901,-116.6138447,"57,159","1,215",2.13,"49,961",48.0,null
16063950100,ID,2745.0,5127,4.3,1205.84,54045,42.8416811,-114.1018493,"342,400","6,208",1.81,"49,787",34.0,83.69
16065950200,ID,5498.0,4761,2705.1,1.76,35579,43.8352391,-111.8071098,"124,254","5,319",4.28,"38,578",25.0,9.31
16067970100,ID,7087.0,3358,27.4,122.57,59361,42.6794561,-113.857652,"26,384",664,2.52,"51,364",37.0,72.32
16067970200,ID,4959.0,6214,172.4,36.04,71676,42.5633512,-113.8544435,"363,648","6,784",1.87,"64,518",34.0,73.02
16067970400,ID,3035.0,4738,611.4,7.75,51872,42.6268153,-113.7012835,"121,338",864,0.71,"45,510",39.0,68.65
16067970500,ID,8116.0,4281,139.1,30.78,56063,42.5980113,-113.672527,"278,912","3,136",1.12,"48,286",35.0,65.89
16069940000,ID,3550.0,4833,11.7,412.87,55196,46.4238224,-116.7304569,"608,250","20,500",3.37,"53,073",44.0,null
16069960300,ID,1993.0,5200,76.3,68.19,52723,46.4173559,-117.0268918,"281,728","11,200",3.98,"48,774",42.0,null
16069960400,ID,6817.0,3330,3171.4,1.05,54474,46.4090884,-117.0255062,"225,152","1,920",0.85,"55,967",30.0,null
16069960500,ID,3788.0,4443,2676.5,1.66,63710,46.3931129,-117.0171948,"99,954","1,188",1.19,"60,965",44.0,null
16069960600,ID,1728.0,5149,2035.2,2.53,50132,46.4069109,-117.00137,"333,696","3,200",0.96,"49,838",43.0,null
16069960700,ID,0.0,5776,19.2,300.97,69262,46.0956517,-116.8989005,"678,000","14,875",2.19,"62,502",43.0,null
16069960800,ID,1773.0,3909,1311.7,2.98,68851,46.3622898,-116.9587314,"96,687","1,836",1.9,"61,884",44.0,null
16069960900,ID,2892.0,3257,2882.3,1.13,57742,46.3803018,-116.9650961,"87,480",675,0.77,"51,503",37.0,null
16071960100,ID,1667.0,4564,3.8,1200.49,55545,42.1153688,-112.1856327,"118,395",540,0.46,"53,780",39.0,54.24
16073950101,ID,2740.0,4718,102.6,45.97,51313,43.6118317,-116.9383773,"122,310","2,241",1.83,"36,666",38.0,null
16073950102,ID,3901.0,3403,64.9,52.43,61917,43.5273044,-116.856432,"26,432",368,1.39,"52,250",41.0,null
16073950200,ID,2001.0,3792,0.5,7598.43,52728,43.030657,-116.1588228,"464,750","7,375",1.59,"42,719",39.0,null
16075960100,ID,1147.0,7010,30.3,231.48,61903,44.075345,-116.9298301,"829,625","26,500",3.19,"49,397",43.0,null
16075960200,ID,2006.0,3553,271.8,13.07,52453,44.0532095,-116.9219547,"88,668","2,133",2.41,"40,331",38.0,null
16075960400,ID,4015.0,5409,59.5,90.91,63003,43.9639112,-116.8478001,"137,673","2,538",1.84,"51,992",39.0,null
16077960100,ID,1943.0,1625,1.9,878.05,57849,42.5282233,-112.7509123,"19,032",768,4.04,"51,025",38.0,25.38
16077960200,ID,1163.0,6253,11.1,564.08,56396,42.8775184,-113.0865363,"661,500","18,250",2.76,"51,894",44.0,18.12
16079960200,ID,1867.0,4311,1.8,2430.21,43960,47.5382826,-116.2352957,"1,274,245","33,271",2.61,"38,589",56.0,null
16079960300,ID,2434.0,4015,55.3,72.54,40873,47.5162329,-116.1826726,"478,375","14,375",3.0,"36,997",41.0,null
16079960400,ID,1983.0,4843,34.6,140.07,48645,47.521888,-115.9687918,"1,094,472","50,328",4.6,"45,366",44.0,null
16083000200,ID,2767.0,7519,3759.5,2.0,69698,42.5698313,-114.4322323,"191,943","5,940",3.09,"61,256",36.0,85.52
16083000300,ID,6952.0,5906,39.8,148.28,66140,42.6011466,-114.7230842,"603,375","12,625",2.09,"54,329",44.0,98.5
16083000400,ID,1607.0,4291,1059.5,4.05,50669,42.596797,-114.7828676,"295,360","3,200",1.08,"44,208",47.0,97.33
16083000500,ID,1915.0,6587,92.8,70.98,68263,42.5602074,-114.6105243,"801,875","18,125",2.26,"57,323",37.0,91.39
16083000600,ID,1983.0,3274,76.9,42.58,71743,42.5422969,-114.5307821,"85,077",756,0.89,"71,747",46.0,84.67
16083000800,ID,1489.0,6433,3249.0,1.98,43841,42.5667914,-114.4652296,"786,750","14,250",1.81,"42,788",30.0,83.54
16083000900,ID,4138.0,5069,963.7,5.26,87463,42.5874891,-114.449519,"41,120",824,2.0,"82,758",43.0,82.08
16083001100,ID,2124.0,3390,3988.2,0.85,39758,42.5578066,-114.4764642,"103,410","2,214",2.14,"41,565",39.0,94.17
16085970100,ID,4589.0,2870,1.0,2887.38,70541,44.7272472,-115.3680635,"66,312",270,0.41,"47,529",60.0,null
16085970200,ID,2344.0,3171,9.5,332.89,77538,45.1027556,-115.8389726,"26,960",152,0.56,"64,687",44.0,null
16087970100,ID,510.0,1710,1.8,945.68,51958,44.6829585,-116.7900891,"14,320",224,1.56,"42,813",47.0,null
16087970200,ID,2145.0,3841,20.3,189.28,40682,44.2520215,-116.963724,"250,112","7,104",2.84,"34,952",45.0,null
04013071912,AZ,5747.0,2695,6267.4,0.43,54001,33.5831236,-112.2508069,"85,941","5,589",6.5,"43,753",40.0,6.83
04013071914,AZ,459.0,3245,6490.0,0.5,62234,33.5796627,-112.2159011,"83,160","2,376",2.86,"52,200",33.0,5.86
04013071915,AZ,1719.0,3617,7381.6,0.49,57581,33.5779991,-112.2072626,"95,904","4,023",4.19,"52,058",37.0,5.76
04013082002,AZ,1604.0,6542,6413.7,1.02,61133,33.4979758,-112.2850904,"195,075","7,506",3.85,"58,148",29.0,6.96
04013082008,AZ,8045.0,5378,10756.0,0.5,56339,33.501601,-112.2401457,"156,411","6,156",3.94,"47,525",30.0,6.39
04013082012,AZ,1833.0,7092,6276.1,1.13,76414,33.4970619,-112.2960184,"61,936","1,280",2.07,"69,726",29.0,6.88
04013082016,AZ,2138.0,3275,1629.4,2.01,84623,33.4920539,-112.2635432,"2,843",59,2.08,"73,021",33.0,7.27
04013082017,AZ,34477.0,5160,4229.5,1.22,71347,33.4758456,-112.2639234,"37,768",928,2.46,"61,752",25.0,7.38
04013082018,AZ,9194.0,5151,10100.0,0.51,65760,33.4760737,-112.2508535,"47,048","1,424",3.03,"56,057",28.0,6.54
04013082021,AZ,4597.0,2365,2296.1,1.03,81501,33.486432,-112.2812848,"2,457",88,3.58,"67,188",33.0,7.02
04013082023,AZ,1375.0,5888,4826.2,1.22,85331,33.4742052,-112.2936587,"144,369","3,105",2.15,"78,451",34.0,7.3
04013082024,AZ,4597.0,5154,4190.2,1.23,60910,33.4665638,-112.2812121,"36,264","1,408",3.88,"67,214",34.0,6.61
04013082026,AZ,2749.0,6384,6514.3,0.98,77171,33.439365,-112.3138756,"48,952","1,408",2.88,"70,588",32.0,7.41
04013082027,AZ,45970.0,5051,2070.1,2.44,66995,33.4426406,-112.2981481,"37,640",336,0.89,"61,317",29.0,7.88
04013082028,AZ,2066.0,4641,9471.4,0.49,59304,33.4685255,-112.2416771,"37,368","1,048",2.8,"52,947",38.0,6.54
04013082204,AZ,2291.0,7339,1988.9,3.69,76216,33.3992658,-112.2628973,"55,624","1,576",2.83,"71,583",25.0,8.14
04013082207,AZ,1375.0,3436,824.0,4.17,62412,33.3993053,-112.2806826,"29,496","1,288",4.37,"53,714",28.0,8.76
04013082208,AZ,2062.0,3890,531.4,7.32,65992,33.3973099,-112.3277009,"24,560",944,3.84,"59,591",29.0,8.94
04013082209,AZ,2520.0,2864,7740.5,0.37,55213,33.431646,-112.2977113,"24,464",832,3.4,"46,404",34.0,6.19
04013083000,AZ,6717.0,7216,1525.6,4.73,52484,33.458149,-112.246881,"195,642","3,510",1.79,"62,052",36.0,6.93
04013092305,AZ,230.0,4286,4418.6,0.97,61929,33.5757899,-112.1931447,"35,400","1,664",4.7,"51,420",36.0,5.34
04013092306,AZ,4594.0,6363,6427.3,0.99,65502,33.5711115,-112.1732727,"411,456","6,976",1.7,"55,473",37.0,5.93
04013092307,AZ,1833.0,6486,6551.5,0.99,61946,33.5590853,-112.1811098,"395,712","16,384",4.14,"66,542",38.0,5.91
04013092308,AZ,2177.0,7108,7179.8,0.99,61942,33.5783216,-112.1645362,"456,256","16,192",3.55,"64,231",38.0,5.71
04013092309,AZ,0.0,5566,5622.2,0.99,75109,33.5567142,-112.1559681,"396,032","5,824",1.47,"65,738",39.0,5.75
04013092311,AZ,1146.0,3313,13252.0,0.25,40001,33.5584428,-112.1883907,"29,096","2,184",7.51,"30,392",32.0,5.68
04013092312,AZ,688.0,6380,8985.9,0.71,39793,33.5654583,-112.198936,"330,304",896,0.27,"40,138",35.0,6.37
04013092500,AZ,2062.0,5616,5505.9,1.02,50100,33.5421841,-112.1817889,"305,344","8,320",2.72,"49,053",41.0,5.7
04013092600,AZ,1833.0,3209,3308.2,0.97,28885,33.5423889,-112.1901028,"85,617","1,917",2.24,"25,061",33.0,6.41
04013092705,AZ,2978.0,4609,4609.0,1.0,53774,33.5465273,-112.2131706,"36,896","1,784",4.84,"44,185",32.0,6.41
04013092708,AZ,2749.0,2000,1980.2,1.01,65471,33.5587797,-112.2637587,"2,197",74,3.37,"54,286",29.0,7.05
04013092709,AZ,5747.0,5044,5094.9,0.99,75109,33.5584058,-112.2494328,"34,264",608,1.77,"68,074",36.0,6.27
04013092710,AZ,1833.0,5199,5199.0,1.0,85740,33.52744,-112.2460843,"40,040","1,192",2.98,"82,518",43.0,6.1
04013092715,AZ,3792.0,4674,9348.0,0.5,64423,33.519969,-112.2161588,"121,608","3,996",3.29,"60,517",30.0,6.16
04013092717,AZ,2749.0,5393,10786.0,0.5,51327,33.534425,-112.216096,"44,376",576,1.3,"50,094",30.0,5.77
04013092719,AZ,4581.0,4950,5000.0,0.99,67187,33.5120682,-112.280923,"39,088",600,1.53,"63,720",32.0,7.67
04013092720,AZ,3790.0,5829,653.5,8.92,78504,33.544312,-112.2915844,"393,216","2,240",0.57,"77,134",31.0,7.83
04013092721,AZ,3448.0,3593,3666.3,0.98,113694,33.5408805,-112.2472648,"29,512",280,0.95,"110,719",36.0,7.01
04013092724,AZ,0.0,4473,4518.2,0.99,49868,33.5584694,-112.2768084,"107,352","2,160",2.01,"50,914",46.0,7.13
04013092801,AZ,459.0,5374,10967.3,0.49,35366,33.5365746,-112.199032,"342,400","11,904",3.48,"27,918",31.0,5.53
04013092802,AZ,841.0,5636,11502.0,0.49,44457,33.5291564,-112.1990474,"431,808","12,224",2.83,"36,928",27.0,6.05
04013092900,AZ,8045.0,3027,2967.6,1.02,35372,33.5308821,-112.1820802,"26,424","1,272",4.81,"32,987",31.0,5.56
04013093001,AZ,1261.0,6328,11505.5,0.55,51377,33.5348166,-112.1536588,"153,792","7,857",5.11,"35,434",31.0,5.62
04013093002,AZ,1375.0,4510,10488.4,0.43,43882,33.5258951,-112.1575739,"132,435","6,723",5.08,"39,524",26.0,5.82
04013093101,AZ,3665.0,4984,10383.3,0.48,37023,33.520311,-112.164351,"322,560","9,408",2.92,"38,678",28.0,6.27
04013093104,AZ,1032.0,5537,3642.8,1.52,32408,33.5113085,-112.1797305,"326,848","11,456",3.5,"38,292",27.0,5.74
04013093105,AZ,1604.0,5816,12116.7,0.48,28394,33.5223038,-112.2012413,"349,888","6,336",1.81,"29,897",30.0,6.21
04013093106,AZ,459.0,4459,9100.0,0.49,53351,33.5129829,-112.1990921,"142,911","4,860",3.4,"53,506",30.0,6.06
04013093200,AZ,1948.0,4211,2095.0,2.01,41531,33.5635243,-112.2072554,"109,431","3,159",2.89,"44,200",27.0,6.32
04013103207,AZ,1146.0,2389,2568.8,0.93,131484,33.6076852,-111.93889,"21,000",560,2.67,"121,762",45.0,5.57
04013103208,AZ,1375.0,3995,3733.6,1.07,69538,33.5927938,-111.989307,"100,143","1,539",1.54,"72,424",56.0,5.66
04013103209,AZ,1833.0,5312,2083.1,2.55,102649,33.5851602,-111.9748692,"337,664","1,408",0.42,"76,862",49.0,5.25
04013103211,AZ,2520.0,4342,4135.2,1.05,103665,33.615456,-111.9912316,"116,721","2,970",2.54,"83,395",50.0,5.38
04013103212,AZ,917.0,4030,3990.1,1.01,125647,33.6212089,-111.9738427,"114,588","1,755",1.53,"105,147",46.0,5.66
04013103214,AZ,5747.0,3759,3759.0,1.0,120475,33.61518,-111.9560962,"118,827","2,673",2.25,"116,777",46.0,6.0
04013103216,AZ,2062.0,4992,4992.0,1.0,91943,33.6382307,-111.972996,"317,056","4,672",1.47,"77,328",43.0,5.85
04013103217,AZ,1719.0,6244,6244.0,1.0,91611,33.6386455,-111.9572629,"388,352","8,512",2.19,"90,078",44.0,5.89
04013103219,AZ,1375.0,3361,3027.9,1.11,104350,33.6365122,-111.9348388,"88,101",756,0.86,"108,556",51.0,5.85
04013103302,AZ,4479.0,6376,6573.2,0.97,60277,33.6184055,-112.0097878,"463,168","11,456",2.47,"59,287",38.0,5.94
04013103303,AZ,1375.0,3646,3720.4,0.98,59325,33.6301366,-112.0093849,"100,953","3,996",3.96,"51,084",47.0,5.34
04013103304,AZ,1451.0,5174,13983.8,0.37,39028,33.6299302,-112.0177394,"143,208","2,133",1.49,"31,944",29.0,5.74
04013103306,AZ,4248.0,4537,15123.3,0.3,43636,33.6298237,-112.0221153,"35,728","1,048",2.93,"33,798",29.0,5.98
04013103501,AZ,917.0,3128,4115.8,0.76,90953,33.6225401,-112.02688,"82,080","2,484",3.03,"84,048",43.0,6.05
04013103502,AZ,2468.0,6138,3527.6,1.74,78488,33.6008513,-112.0324242,"774,375","13,750",1.78,"71,141",42.0,5.7
04013103604,AZ,2847.0,4544,3786.7,1.2,74033,33.6375037,-112.0732772,"130,761",297,0.23,"64,296",45.0,6.05
04013103605,AZ,1833.0,6128,2596.6,2.36,112940,33.6213807,-112.0694385,"393,856","3,520",0.89,"108,870",53.0,6.08
04013103606,AZ,1604.0,4396,4726.9,0.93,76104,33.6368421,-112.0385893,"129,006","3,483",2.7,"62,225",44.0,6.03
04013103608,AZ,5461.0,4435,4668.4,0.95,88478,33.6298797,-112.1127866,"35,304",512,1.45,"66,615",33.0,5.87
04013103609,AZ,2291.0,5820,6062.5,0.96,51688,33.617596,-112.1034175,"361,408","4,096",1.13,"54,187",31.0,6.14
04013103611,AZ,1375.0,5240,2581.3,2.03,110223,33.6299322,-112.0578287,"141,588","1,836",1.3,"112,840",51.0,6.03
04013103612,AZ,1375.0,4995,6403.8,0.78,79888,33.6353099,-112.0689546,"356,672","6,144",1.72,"77,696",40.0,6.7
04013103615,AZ,2756.0,5170,1859.7,2.78,35970,33.5844355,-112.0958587,"161,730","6,156",3.81,"36,779",31.0,5.79
04013103701,AZ,688.0,4895,4944.4,0.99,58400,33.6078907,-112.0402288,"125,145","5,562",4.44,"41,479",40.0,6.34
04013103702,AZ,1375.0,3151,1731.3,1.82,80683,33.5879116,-112.0510762,"92,421","1,701",1.84,"71,587",46.0,7.69
04013103900,AZ,1072.0,6350,6546.4,0.97,51535,33.6040566,-112.1131237,"401,408","18,240",4.54,"49,740",31.0,5.64
04013104000,AZ,3447.0,7434,7509.1,0.99,52437,33.6072146,-112.1295283,"464,384","6,272",1.35,"53,032",32.0,5.82
04013104100,AZ,2520.0,7141,7213.1,0.99,56058,33.621645,-112.1287553,"463,424","11,712",2.53,"54,400",36.0,6.34
04013104202,AZ,2291.0,5361,5361.0,1.0,78355,33.6142746,-112.1382257,"144,342","3,510",2.43,"65,159",39.0,5.77
04013104203,AZ,4134.0,6615,6615.0,1.0,64390,33.5927224,-112.1470087,"915,625","40,875",4.46,"71,061",41.0,6.02
04013104204,AZ,2291.0,3535,6094.8,0.58,75043,33.5886856,-112.1533766,"31,064",776,2.5,"68,077",35.0,5.63
04013104205,AZ,4787.0,5715,4233.3,1.35,53800,33.579511,-112.1299063,"380,672","13,440",3.53,"62,810",35.0,5.86
04013104206,AZ,5747.0,4240,6625.0,0.64,63972,33.5711376,-112.1470579,"118,152","5,049",4.27,"58,269",36.0,5.78
04013104212,AZ,5747.0,6357,6357.0,1.0,64915,33.6088443,-112.1486745,"398,720","18,624",4.67,"55,084",37.0,6.1
04013104215,AZ,5282.0,4371,4911.2,0.89,65391,33.6339354,-112.1987018,"500,000","16,500",3.3,"62,198",40.0,5.93
04013104216,AZ,2062.0,4976,5183.3,0.96,75859,33.6161827,-112.194787,"149,715","1,485",0.99,"68,431",34.0,5.87
04013104218,AZ,2291.0,4293,4293.0,1.0,71505,33.6134723,-112.1652804,"110,187","3,186",2.89,"64,760",34.0,6.33
04013104221,AZ,2520.0,6125,6186.9,0.99,77191,33.5855289,-112.1817599,"382,336","6,976",1.82,"65,923",40.0,5.7
04013104222,AZ,1375.0,6058,6245.4,0.97,71380,33.5854913,-112.1904176,"389,056","5,056",1.3,"67,478",39.0,5.85
04013104223,AZ,5747.0,1798,1872.9,0.96,117943,33.6042021,-112.1961922,"16,960",96,0.57,"119,422",52.0,5.48
04013104224,AZ,688.0,6118,6179.8,0.99,57433,33.5997388,-112.1782763,"384,128","4,288",1.12,"63,362",41.0,5.74
04013104226,AZ,3138.0,4873,4922.2,0.99,61702,33.6279294,-112.1358256,"284,800","9,536",3.35,"69,949",41.0,6.17
04013104227,AZ,459.0,2350,5731.7,0.41,68666,33.5837785,-112.1596836,"17,576",704,4.01,"45,821",39.0,6.33
04013104302,AZ,1833.0,3963,9435.7,0.42,43230,33.5860434,-112.1193848,"30,896","1,688",5.46,"38,394",34.0,6.36
04013104401,AZ,2749.0,5144,5249.0,0.98,38792,33.5947227,-112.1017135,"123,957","6,291",5.08,"36,041",45.0,7.03
04013104402,AZ,2749.0,2637,2637.0,1.0,57866,33.5782082,-112.1100577,"2,703",65,2.4,"50,026",32.0,6.69
04013104502,AZ,1604.0,5491,10559.6,0.52,40273,33.5782296,-112.0886977,"158,868","10,449",6.58,"35,499",29.0,5.21
04013104702,AZ,688.0,4520,8071.4,0.56,41214,33.5730203,-112.053551,"274,496","6,080",2.21,"33,847",45.0,5.9
04013104801,AZ,7046.0,3747,1608.2,2.33,118815,33.5780775,-112.0218745,"28,872",88,0.3,"89,729",45.0,6.51
04013104802,AZ,2062.0,5921,4662.2,1.27,88070,33.5845481,-112.0175863,"717,000","26,000",3.63,"85,351",51.0,5.77
04013105102,AZ,9194.0,4851,657.3,7.38,110334,33.5428229,-112.0426365,"292,672","12,032",4.11,"132,824",52.0,6.29
04013105200,AZ,2749.0,5939,3807.1,1.56,66046,33.5602025,-112.0543822,"446,400","10,560",2.37,"58,818",38.0,7.07
04013105400,AZ,1604.0,3887,3926.3,0.99,120487,33.5566915,-112.0954633,"113,832","2,727",2.4,"108,364",41.0,6.57
04013105501,AZ,3217.0,2587,5174.0,0.5,43874,33.5615597,-112.1117057,"20,872",696,3.33,"35,546",30.0,6.14
04013105503,AZ,2291.0,3835,15340.0,0.25,38891,33.5551031,-112.1008733,"99,468","5,049",5.08,"30,426",38.0,5.74
04013105601,AZ,4134.0,4262,8524.0,0.5,50168,33.5567146,-112.121269,"31,912",440,1.38,"38,854",35.0,5.93
04013105602,AZ,2062.0,6810,13620.0,0.5,39706,33.5565274,-112.1275187,"176,904","12,852",7.26,"37,275",32.0,5.99
04013105702,AZ,1028.0,4290,8580.0,0.5,56654,33.5567049,-112.1385801,"39,040","2,048",5.25,"56,608",33.0,5.83
04013105800,AZ,1833.0,7245,7173.3,1.01,67867,33.5494482,-112.1385996,"445,952","10,560",2.37,"57,443",36.0,5.94
04013105900,AZ,1528.0,5991,5991.0,1.0,45717,33.5440053,-112.1212939,"138,564","8,073",5.83,"39,709",42.0,6.28
04013106100,AZ,917.0,5788,5846.5,0.99,78734,33.5413589,-112.0866451,"696,125","19,000",2.73,"80,124",49.0,6.23
04013106300,AZ,2374.0,5393,5235.9,1.03,81811,33.543636,-112.05377,"321,472","1,728",0.54,"70,859",43.0,5.77
04013106501,AZ,1604.0,3346,6560.8,0.51,70178,33.5273579,-112.0606151,"26,448",392,1.48,"63,007",38.0,5.58
04013106502,AZ,688.0,3652,7160.8,0.51,62748,33.5291592,-112.0518664,"93,177","2,700",2.9,"53,811",41.0,5.55
04013106600,AZ,3448.0,3916,3877.2,1.01,119292,33.5310306,-112.0693696,"32,784",688,2.1,"99,732",45.0,5.26
04013106703,AZ,1146.0,2234,4468.0,0.5,89797,33.5267209,-112.0882144,"18,808",480,2.55,"76,771",42.0,5.57
04013106801,AZ,2296.0,4785,17722.2,0.27,26288,33.5303903,-112.1145473,"126,738","7,614",6.01,"23,920",30.0,5.58
04013106802,AZ,1719.0,3569,4889.0,0.73,57058,33.5277435,-112.1018172,"96,066","4,347",4.53,"46,426",39.0,5.25
